s1	n_true	n_true_s2	n_true_s3	validation
S1-888966272	5	2	3	0
S1-522242210	2	1	1	0
S1-933215181	4	1	3	0
S1-812655347	3	2	1	0
S1-517834254	0	0	0	1
S1-549392717	2	1	1	1
S1-524655338	0	0	0	1
S1-370578853	2	1	1	0
S1-521622133	3	1	2	1
S1-94816449	4	2	2	0
S1-921128797	3	2	1	0
S1-923713242	1	1	0	1
S1-63606514	3	0	3	0
S1-92643082	6	3	3	0
S1-956518050	3	2	1	0
S1-770147341	4	3	1	0
S1-782527730	3	1	2	1
S1-897230623	2	1	1	0
S1-361301675	6	2	4	0
S1-356749382	4	2	2	0
S1-597819849	3	2	1	0
S1-86324425	6	3	3	1
S1-779780884	3	2	1	0
S1-783453713	6	2	4	1
S1-629180085	2	1	1	0
S1-696350389	8	4	4	0
S1-51583731	0	0	0	0
S1-744452861	3	2	1	0
S1-597096405	3	1	2	0
S1-484753372	3	1	2	0
S1-514444026	5	3	2	0
S1-101747525	2	1	1	0
S1-910659520	5	2	3	0
S1-877031369	6	4	2	0
S1-424882193	5	2	3	0
S1-52401741	4	2	2	0
S1-683788263	2	1	1	0
S1-66853754	6	2	4	0
S1-28955191	3	2	1	1
S1-951564840	2	1	1	0
S1-859668704	4	2	2	1
S1-320133494	4	1	3	0
S1-852472888	3	2	1	1
S1-737996761	2	1	1	0
S1-633338206	3	2	1	1
S1-367831647	2	1	1	0
S1-130345826	3	1	2	0
S1-761643903	2	1	1	0
S1-141958937	2	0	2	0
S1-456146873	1	0	1	0
S1-851068685	4	2	2	0
S1-356205070	6	5	1	0
S1-486070178	5	5	0	0
S1-966364502	0	0	0	0
S1-813635296	5	2	3	0
S1-735574718	8	5	3	0
S1-477388941	0	0	0	0
S1-75288487	4	2	2	1
S1-259613196	5	1	4	0
S1-155840225	6	1	5	0
S1-665426910	2	1	1	0
S1-324263302	3	0	3	1
S1-310485873	2	0	2	1
S1-406066720	4	2	2	1
S1-864623567	3	2	1	0
S1-423020495	4	0	4	0
S1-131723637	6	4	2	0
S1-329852969	2	1	1	0
S1-705048374	5	3	2	0
S1-313575092	3	1	2	0
S1-616632221	4	2	2	0
S1-39772599	5	3	2	1
S1-590074027	3	2	1	0
S1-159578751	3	1	2	0
S1-721351447	3	2	1	1
S1-612390329	2	1	1	0
S1-219386036	3	0	3	0
S1-43934202	0	0	0	0
S1-407029713	5	0	5	0
S1-803160097	4	2	2	1
S1-563504667	6	4	2	1
S1-482632930	5	2	3	0
S1-664598598	4	2	2	0
S1-472658521	3	1	2	0
S1-902463723	5	4	1	0
S1-694530971	4	2	2	1
S1-87528960	3	1	2	0
S1-815859580	6	3	3	0
S1-482809334	3	2	1	1
S1-326828860	1	1	0	0
S1-8500817	2	1	1	1
S1-274692430	4	2	2	0
S1-559507599	4	3	1	0
S1-427869269	0	0	0	0
S1-846335714	3	1	2	0
S1-207084028	0	0	0	1
S1-355407191	4	2	2	0
S1-430974202	0	0	0	0
S1-888958356	2	1	1	0
S1-237198889	4	3	1	0
S1-416760655	6	2	4	0
S1-60673987	1	1	0	0
S1-982291788	3	1	2	0
S1-775803070	3	2	1	0
S1-868818499	7	4	3	0
S1-885229730	2	1	1	0
S1-462264126	5	1	4	1
S1-376563089	5	1	4	0
S1-228863098	1	0	1	0
S1-389198170	3	2	1	1
S1-245023930	6	4	2	1
S1-273811286	2	1	1	0
S1-168027117	3	2	1	0
S1-396718409	4	3	1	0
S1-853810997	3	2	1	0
S1-770496767	3	2	1	0
S1-165874007	3	2	1	1
S1-810962623	5	2	3	0
S1-469278270	2	1	1	0
S1-36281409	3	1	2	0
S1-145562720	5	3	2	1
S1-955062430	5	2	3	1
S1-25495248	0	0	0	1
S1-334373405	3	2	1	0
S1-30227070	0	0	0	0
S1-496592466	3	2	1	1
S1-469978997	0	0	0	1
S1-80627600	0	0	0	0
S1-611745313	3	1	2	0
S1-232618668	6	2	4	1
S1-678690626	4	2	2	1
S1-881234588	4	3	1	0
S1-253063520	5	3	2	0
S1-732518810	7	3	4	0
S1-627754038	8	3	5	1
S1-822243995	3	1	2	0
S1-746589227	5	3	2	1
S1-892394614	0	0	0	0
S1-772775613	5	1	4	0
S1-839169550	6	2	4	0
S1-824593688	2	1	1	0
S1-102539463	3	3	0	1
S1-770933620	4	2	2	0
S1-345091118	3	2	1	0
S1-883726685	5	3	2	0
S1-882338126	5	2	3	0
S1-355877020	3	1	2	0
S1-582862698	1	0	1	0
S1-594942226	3	3	0	0
S1-590773946	3	1	2	0
S1-42596205	5	3	2	0
S1-535907125	1	1	0	0
S1-171143465	5	3	2	0
S1-994632458	2	2	0	0
S1-52301491	3	1	2	0
S1-865816013	2	0	2	0
S1-4949797	5	2	3	0
S1-160155681	6	3	3	0
S1-798901714	4	3	1	0
S1-549591317	3	0	3	0
S1-679197155	4	2	2	1
S1-462943111	5	4	1	0
S1-559937158	4	2	2	0
S1-783699662	7	4	3	0
S1-625469012	5	1	4	1
S1-19911730	4	1	3	0
S1-268721187	6	2	4	0
S1-610377690	7	3	4	0
S1-621241096	5	3	2	0
S1-950047281	2	2	0	0
S1-434776639	6	3	3	0
S1-311937192	0	0	0	0
S1-753419143	3	2	1	0
S1-27037683	5	2	3	0
S1-707916403	4	3	1	0
S1-330427971	2	0	2	0
S1-914355031	3	2	1	1
S1-995690344	5	2	3	0
S1-860379576	3	2	1	0
S1-37787922	3	3	0	0
S1-998663223	2	1	1	1
S1-761799298	3	3	0	0
S1-939445258	4	2	2	0
S1-784167702	7	4	3	0
S1-914431870	1	1	0	0
S1-701583396	5	3	2	1
S1-201570205	4	2	2	1
S1-658852446	2	2	0	1
S1-817203941	5	4	1	0
S1-477484556	4	3	1	1
S1-823570664	4	2	2	0
S1-336651573	3	2	1	0
S1-973332353	0	0	0	0
S1-543803117	3	3	0	0
S1-813531326	2	2	0	0
S1-893040280	4	3	1	0
S1-468272359	5	3	2	0
S1-381941696	1	1	0	0
S1-926068336	5	2	3	0
S1-323037216	3	2	1	0
S1-971215924	2	1	1	0
S1-215012656	0	0	0	0
S1-393259793	0	0	0	0
S1-83865017	0	0	0	0
S1-392623524	3	2	1	0
S1-25057424	5	2	3	1
S1-610934440	5	2	3	1
S1-827154301	6	1	5	0
S1-690879087	4	1	3	0
S1-225447926	3	1	2	0
S1-436806161	2	1	1	0
S1-195659370	5	1	4	0
S1-688184036	1	1	0	0
S1-221963103	1	0	1	0
S1-837523160	3	2	1	0
S1-327077722	3	1	2	0
S1-854027546	4	2	2	0
S1-5624645	3	1	2	0
S1-559395449	2	1	1	1
S1-731844507	4	1	3	0
S1-381729340	4	3	1	0
S1-83679816	6	3	3	0
S1-112739251	3	1	2	0
S1-713275751	8	5	3	1
S1-873926976	1	1	0	1
S1-695606943	5	1	4	1
S1-766806829	5	5	0	0
S1-9095205	1	0	1	0
S1-84691449	5	3	2	0
S1-967751721	3	2	1	0
S1-438388049	7	4	3	0
S1-378028484	3	0	3	0
S1-867209571	0	0	0	0
S1-589146327	3	1	2	0
S1-590083947	0	0	0	1
S1-287291133	4	3	1	0
S1-497743916	4	1	3	0
S1-472352040	3	2	1	0
S1-246086518	6	4	2	0
S1-851329440	0	0	0	1
S1-192652606	2	0	2	0
S1-16018747	4	1	3	0
S1-191976086	2	1	1	0
S1-823110939	3	2	1	1
S1-595475905	0	0	0	0
S1-982416165	4	2	2	0
S1-709602089	5	2	3	0
S1-182079241	3	1	2	0
S1-439548412	2	2	0	0
S1-973941507	3	1	2	0
S1-361794460	2	0	2	0
S1-218425920	2	1	1	1
S1-965746148	4	1	3	0
S1-448061431	8	5	3	0
S1-507340426	8	4	4	0
S1-43838517	0	0	0	0
S1-162947724	3	2	1	0
S1-743728565	5	3	2	0
S1-396597669	2	1	1	0
S1-549300524	5	3	2	0
S1-885432753	4	1	3	0
S1-161232983	5	3	2	0
S1-518745913	6	2	4	0
S1-37460954	2	1	1	0
S1-874297565	8	3	5	0
S1-829615235	2	0	2	0
S1-501727001	4	1	3	0
S1-463663771	4	2	2	0
S1-302958270	2	0	2	1
S1-474083509	3	2	1	0
S1-402272627	3	1	2	1
S1-463845195	3	3	0	0
S1-428564680	4	2	2	0
S1-54036499	5	2	3	0
S1-777430857	3	2	1	1
S1-571857758	4	2	2	1
S1-457882370	0	0	0	0
S1-61952605	0	0	0	0
S1-984233833	6	1	5	0
S1-879024053	7	3	4	0
S1-693851670	2	1	1	0
S1-222343997	4	2	2	0
S1-507283878	5	1	4	0
S1-626582596	4	3	1	0
S1-716043904	4	1	3	0
S1-248396628	4	1	3	0
S1-480970351	6	2	4	0
S1-515662612	3	1	2	0
S1-356843371	3	1	2	0
S1-26328906	2	1	1	0
S1-241622472	4	2	2	0
S1-94818359	4	1	3	0
S1-410015422	3	1	2	0
S1-5323375	2	1	1	0
S1-105693693	3	1	2	0
S1-914882895	0	0	0	0
S1-275862783	5	2	3	0
S1-422715679	1	1	0	0
S1-174093337	2	1	1	0
S1-300869734	4	3	1	1
S1-923175260	3	1	2	0
S1-847371811	2	0	2	1
S1-207097129	5	2	3	0
S1-726112857	3	2	1	0
S1-310366381	4	3	1	0
S1-589260205	2	1	1	0
S1-512344357	4	1	3	1
S1-860986972	2	1	1	0
S1-972717766	0	0	0	0
S1-415897988	5	2	3	0
S1-508769599	2	2	0	0
S1-729475968	6	1	5	1
S1-685387446	2	1	1	0
S1-134142152	3	2	1	0
S1-243789578	2	1	1	0
S1-959084522	4	3	1	0
S1-587729092	3	1	2	0
S1-734170310	3	1	2	0
S1-856522775	4	2	2	0
S1-827868750	4	3	1	0
S1-125645069	7	5	2	0
S1-346508885	6	3	3	0
S1-531809282	5	1	4	0
S1-736309583	2	1	1	1
S1-396422714	2	2	0	0
S1-74712169	3	1	2	0
S1-851466803	6	4	2	0
S1-872554774	0	0	0	1
S1-703533156	5	1	4	0
S1-752210128	4	3	1	1
S1-789393774	2	1	1	0
S1-417167934	2	0	2	0
S1-493337708	3	1	2	0
S1-476745132	2	1	1	0
S1-478678903	4	2	2	1
S1-436107441	0	0	0	1
S1-87307791	4	2	2	0
S1-220213979	5	2	3	0
S1-400468014	3	2	1	0
S1-699551455	3	1	2	0
S1-673235267	4	2	2	0
S1-751395750	0	0	0	1
S1-407485321	3	1	2	1
S1-392605449	6	3	3	0
S1-766268180	4	2	2	0
S1-594559549	4	2	2	0
S1-42250564	2	1	1	0
S1-452657790	3	0	3	0
S1-845771866	4	4	0	0
S1-849427539	4	2	2	0
S1-100456002	6	2	4	0
S1-226760159	2	1	1	0
S1-954820642	2	1	1	0
S1-176409968	3	1	2	0
S1-301505007	7	3	4	0
S1-559956372	0	0	0	0
S1-900528403	3	2	1	0
S1-761651366	3	1	2	0
S1-564414589	2	1	1	1
S1-308385950	5	3	2	0
S1-306017406	4	2	2	1
S1-956123960	1	0	1	0
S1-58201168	4	2	2	0
S1-34332569	4	1	3	1
S1-63871238	3	2	1	1
S1-985422355	3	2	1	0
S1-835078966	3	1	2	0
S1-570776794	7	3	4	0
S1-799366190	3	1	2	0
S1-269776167	4	1	3	0
S1-240327166	4	3	1	0
S1-4220100	5	2	3	0
S1-244127567	2	1	1	0
S1-246623260	0	0	0	0
S1-818320211	0	0	0	0
S1-624129308	4	3	1	0
S1-115957309	2	1	1	1
S1-997708003	2	0	2	0
S1-781568078	3	1	2	1
S1-762549272	4	2	2	1
S1-661755093	3	2	1	0
S1-847783698	6	3	3	0
S1-954964063	5	3	2	0
S1-394098767	1	1	0	0
S1-74708635	3	2	1	0
S1-68764297	2	1	1	1
S1-88259379	3	1	2	0
S1-266972599	3	2	1	0
S1-797337525	4	3	1	0
S1-869153477	4	2	2	0
S1-430368184	3	1	2	0
S1-879905986	2	1	1	1
S1-491769280	5	2	3	1
S1-651483834	4	1	3	0
S1-813313819	4	2	2	0
S1-901286612	2	1	1	0
S1-639647297	2	1	1	1
S1-706924992	3	1	2	0
S1-751810712	4	2	2	0
S1-171226928	6	3	3	1
S1-217917393	5	3	2	0
S1-669638688	5	3	2	0
S1-269636837	5	3	2	0
S1-643383959	0	0	0	0
S1-717223466	3	2	1	1
S1-540365786	3	2	1	0
S1-909002187	3	1	2	0
S1-644879770	3	1	2	0
S1-536922323	3	2	1	1
S1-312454031	6	4	2	0
S1-49527993	5	3	2	0
S1-284516393	6	4	2	1
S1-893452805	2	1	1	0
S1-460658692	5	3	2	1
S1-990429087	5	4	1	1
S1-561366941	6	2	4	0
S1-879780187	2	0	2	0
S1-880384829	2	0	2	1
S1-414190460	5	3	2	0
S1-240779050	3	2	1	0
S1-397983014	2	1	1	0
S1-785037662	6	2	4	0
S1-378342084	1	1	0	1
S1-520722573	2	1	1	1
S1-44511991	1	1	0	1
S1-997334686	6	2	4	0
S1-337270875	5	1	4	0
S1-185428530	5	3	2	0
S1-811833794	2	2	0	0
S1-7990969	5	3	2	1
S1-915134082	2	1	1	0
S1-362170344	5	2	3	0
S1-115827239	3	0	3	0
S1-730735512	5	2	3	0
S1-20602624	5	4	1	0
S1-998993870	4	3	1	0
S1-843121806	2	1	1	0
S1-263996006	4	1	3	0
S1-384376123	5	3	2	0
S1-389850020	1	1	0	0
S1-732351917	0	0	0	0
S1-644399679	8	4	4	1
S1-656004170	5	2	3	0
S1-342716661	4	2	2	1
S1-968139069	5	4	1	1
S1-13037728	7	3	4	0
S1-421048863	3	2	1	0
S1-639523020	0	0	0	0
S1-867448629	4	2	2	1
S1-601922964	4	1	3	0
S1-796522680	2	2	0	0
S1-82624391	4	0	4	0
S1-183145941	3	2	1	0
S1-746691693	2	2	0	0
S1-404626636	0	0	0	0
S1-619656585	5	3	2	0
S1-721240600	4	3	1	0
S1-30837939	2	1	1	0
S1-166130034	3	1	2	1
S1-813149333	2	0	2	0
S1-433677452	4	3	1	0
S1-25645575	4	2	2	0
S1-539368599	2	1	1	0
S1-61208598	3	1	2	0
S1-91560764	4	1	3	0
S1-718634856	1	1	0	0
S1-758718687	6	3	3	0
S1-253093944	3	2	1	0
S1-807365995	3	1	2	0
S1-1294557	2	1	1	0
S1-352463310	2	0	2	0
S1-760236624	0	0	0	0
S1-826101448	0	0	0	0
S1-505472437	4	2	2	0
S1-923728573	0	0	0	0
S1-970880601	3	2	1	0
S1-902212841	5	2	3	0
S1-913247642	6	2	4	0
S1-159831229	6	4	2	0
S1-395589703	3	1	2	0
S1-245225522	2	1	1	0
S1-615265325	5	2	3	0
S1-403252614	5	2	3	0
S1-576884583	1	1	0	0
S1-702513171	5	2	3	0
S1-199510976	2	1	1	0
S1-578174893	3	1	2	0
S1-709268581	3	1	2	0
S1-374373168	1	0	1	0
S1-977725483	5	2	3	0
S1-456243021	3	2	1	0
S1-11911111	8	3	5	0
S1-892371126	5	2	3	1
S1-248766744	4	1	3	1
S1-345930185	5	3	2	0
S1-604108409	4	2	2	0
S1-21687329	6	3	3	0
S1-757653755	4	1	3	0
S1-200472785	3	1	2	0
S1-523189226	4	2	2	0
S1-990135066	1	0	1	0
S1-383443778	3	1	2	0
S1-30752064	3	1	2	0
S1-831757835	3	1	2	0
S1-951072366	3	2	1	0
S1-5387491	9	5	4	1
S1-455886423	2	1	1	1
S1-288900645	4	2	2	1
S1-570867549	5	2	3	0
S1-482886262	5	3	2	0
S1-589057489	3	2	1	0
S1-19937151	6	3	3	0
S1-187193171	3	2	1	0
S1-902175732	3	2	1	0
S1-180372325	2	0	2	0
S1-856211419	6	4	2	0
S1-480312629	2	2	0	0
S1-582507139	3	2	1	1
S1-147396628	1	0	1	0
S1-357437322	4	2	2	0
S1-160393706	3	1	2	1
S1-353411751	1	0	1	1
S1-280570359	1	1	0	0
S1-452312590	2	0	2	0
S1-442624598	2	2	0	1
S1-552954627	4	2	2	0
S1-280992376	5	2	3	0
S1-192188386	3	1	2	0
S1-594769777	5	1	4	0
S1-365396425	3	2	1	1
S1-306595453	4	1	3	0
S1-924873865	2	0	2	0
S1-143629036	6	3	3	0
S1-893775312	3	2	1	0
S1-872342906	3	1	2	0
S1-114979244	0	0	0	0
S1-199600958	3	2	1	0
S1-891847887	5	2	3	0
S1-959000292	4	2	2	0
S1-715207848	4	1	3	0
S1-963616173	2	2	0	0
S1-754688325	3	2	1	0
S1-913163954	6	1	5	0
S1-43325441	2	1	1	0
S1-772817221	5	2	3	0
S1-677752185	3	2	1	0
S1-582733437	6	2	4	0
S1-66427628	1	0	1	0
S1-52929192	6	3	3	0
S1-813646057	3	2	1	0
S1-292267545	4	3	1	0
S1-934292145	4	2	2	0
S1-472137526	2	1	1	0
S1-884747044	2	1	1	0
S1-530617747	4	1	3	0
S1-918990522	1	0	1	1
S1-419167253	4	2	2	0
S1-863306996	2	1	1	0
S1-509600872	5	4	1	0
S1-561355903	3	1	2	1
S1-626949347	2	2	0	0
S1-26895703	3	0	3	0
S1-695263849	2	1	1	1
S1-964956330	5	4	1	0
S1-109666175	2	1	1	0
S1-667264941	4	1	3	1
S1-438476284	1	0	1	0
S1-562314898	1	0	1	0
S1-750507699	6	4	2	0
S1-465389603	7	3	4	0
S1-538097938	7	3	4	0
S1-433173953	2	1	1	1
S1-985610426	6	4	2	0
S1-24381904	6	1	5	0
S1-464455049	3	1	2	1
S1-705185820	4	2	2	0
S1-256926298	6	5	1	1
S1-696420965	3	3	0	0
S1-268651992	0	0	0	0
S1-661546405	4	2	2	0
S1-100656758	4	2	2	0
S1-986367392	5	2	3	0
S1-52349079	3	1	2	0
S1-816603992	5	4	1	0
S1-550886005	4	2	2	1
S1-880390836	1	0	1	0
S1-707118758	4	2	2	0
S1-124237025	1	1	0	1
S1-408768849	0	0	0	0
S1-258608264	3	1	2	0
S1-303689924	2	1	1	0
S1-295177261	0	0	0	1
S1-902720960	3	2	1	0
S1-461493290	4	3	1	0
S1-851531101	2	1	1	0
S1-770296731	3	1	2	0
S1-295434714	5	1	4	1
S1-290634355	3	2	1	0
S1-882220396	3	0	3	0
S1-143073270	4	2	2	0
S1-840021103	5	0	5	0
S1-924756988	4	3	1	0
S1-546882324	7	4	3	1
S1-514120189	4	2	2	0
S1-533366192	3	1	2	0
S1-419686091	3	1	2	1
S1-475617375	5	4	1	0
S1-368456765	3	1	2	1
S1-56543308	5	3	2	0
S1-670778904	7	3	4	0
S1-896507413	4	2	2	0
S1-68997369	4	2	2	1
S1-418038607	4	2	2	0
S1-630327725	5	4	1	0
S1-701525365	6	2	4	0
S1-129031302	3	1	2	0
S1-773942999	5	4	1	0
S1-560575702	6	2	4	0
S1-504257382	9	5	4	0
S1-520027791	4	2	2	0
S1-266878753	3	2	1	0
S1-617924552	3	1	2	0
S1-541102596	3	1	2	0
S1-328912803	5	2	3	0
S1-974299687	2	1	1	1
S1-862119148	5	1	4	0
S1-856455595	4	2	2	1
S1-456570286	5	3	2	0
S1-729439626	3	1	2	0
S1-390616880	5	2	3	0
S1-853515629	5	3	2	1
S1-657484737	0	0	0	0
S1-231386430	3	0	3	0
S1-303388340	4	2	2	0
S1-512846845	3	2	1	0
S1-919750282	5	2	3	0
S1-826880522	2	1	1	0
S1-492156076	4	2	2	0
S1-928699408	3	2	1	0
S1-691808955	5	4	1	0
S1-276726380	5	3	2	0
S1-13979681	5	1	4	0
S1-305556231	3	2	1	0
S1-10327809	7	5	2	0
S1-731354711	3	2	1	0
S1-432838170	3	1	2	0
S1-580441629	7	2	5	0
S1-19445849	4	2	2	0
S1-323778260	8	5	3	0
S1-768015158	3	1	2	0
S1-582492704	4	2	2	0
S1-832718050	6	2	4	0
S1-557274094	0	0	0	0
S1-727641961	0	0	0	1
S1-491907552	4	1	3	0
S1-573513140	0	0	0	0
S1-761539137	2	2	0	0
S1-649103748	3	2	1	0
S1-766589828	5	2	3	0
S1-792799787	5	2	3	0
S1-302777807	2	1	1	0
S1-451864703	2	1	1	0
S1-573454551	4	1	3	0
S1-821354496	6	2	4	0
S1-453824776	3	0	3	0
S1-951431082	3	1	2	0
S1-518591638	5	2	3	0
S1-4193750	6	3	3	0
S1-234073732	5	4	1	0
S1-260171466	4	1	3	1
S1-778930127	6	3	3	0
S1-973528386	4	1	3	1
S1-366675304	5	2	3	1
S1-530113118	4	1	3	1
S1-532383604	3	2	1	0
S1-624521451	5	2	3	0
S1-359892659	3	2	1	0
S1-135201473	3	1	2	0
S1-88135025	4	3	1	1
S1-981169983	5	4	1	1
S1-365227711	2	1	1	1
S1-816956009	4	4	0	1
S1-728527895	4	3	1	0
S1-394933776	2	1	1	0
S1-632599134	5	1	4	0
S1-176701309	6	3	3	0
S1-326265989	4	3	1	0
S1-765020218	4	0	4	0
S1-20722665	2	0	2	0
S1-450361229	6	2	4	0
S1-626897503	2	1	1	0
S1-909977432	4	3	1	0
S1-252349842	4	3	1	0
S1-539406463	3	0	3	1
S1-89096509	7	4	3	0
S1-476960066	1	0	1	1
S1-701169246	4	2	2	0
S1-85595248	3	1	2	0
S1-612076198	1	1	0	0
S1-510094365	0	0	0	1
S1-321306005	3	1	2	0
S1-691910991	3	1	2	0
S1-442598044	2	1	1	0
S1-771922164	4	1	3	0
S1-145276542	3	2	1	0
S1-995327837	4	2	2	0
S1-884348868	7	3	4	0
S1-394093741	4	2	2	0
S1-275344952	4	2	2	0
S1-655418787	4	0	4	0
S1-38092686	5	2	3	1
S1-167589902	5	2	3	0
S1-797443313	3	2	1	0
S1-713851122	2	1	1	0
S1-543816594	4	2	2	0
S1-613316968	4	2	2	0
S1-471899463	3	2	1	0
S1-817528443	3	2	1	0
S1-711954529	3	1	2	0
S1-796421498	4	2	2	0
S1-588668770	3	2	1	0
S1-528827404	0	0	0	0
S1-557529591	7	3	4	1
S1-488324653	5	3	2	0
S1-756023113	4	1	3	1
S1-521373615	2	1	1	0
S1-309805862	2	1	1	0
S1-311051134	2	0	2	0
S1-502766493	5	3	2	0
S1-288947837	4	2	2	1
S1-84085837	4	2	2	1
S1-727701937	4	3	1	0
S1-964456312	4	1	3	0
S1-677758987	8	4	4	0
S1-935113363	3	1	2	0
S1-153530639	4	2	2	0
S1-814215534	7	3	4	0
S1-593613411	4	3	1	0
S1-523755804	5	3	2	0
S1-692274887	5	1	4	0
S1-33660251	4	3	1	0
S1-767215544	6	2	4	0
S1-627348955	5	1	4	1
S1-910933723	6	2	4	0
S1-605520520	3	1	2	0
S1-159101619	4	2	2	0
S1-877271257	2	1	1	0
S1-836122765	3	2	1	0
S1-9673824	4	1	3	0
S1-947563235	5	1	4	0
S1-173575343	2	1	1	0
S1-581465928	0	0	0	0
S1-699058077	3	1	2	0
S1-835388437	4	3	1	0
S1-884351482	5	2	3	1
S1-144968788	3	1	2	0
S1-189817922	6	4	2	0
S1-61043471	5	2	3	0
S1-923441413	5	2	3	0
S1-320670331	5	3	2	0
S1-145614035	5	2	3	0
S1-886373239	4	2	2	0
S1-498976806	2	1	1	0
S1-955906277	2	2	0	1
S1-926298718	1	0	1	1
S1-472674635	3	1	2	0
S1-883367844	5	4	1	0
S1-970563629	6	3	3	0
S1-490316228	3	0	3	0
S1-242632995	0	0	0	0
S1-364072434	5	3	2	1
S1-11368835	4	3	1	0
S1-149898575	3	2	1	1
S1-318789296	3	2	1	0
S1-170987628	5	4	1	0
S1-659165777	3	1	2	0
S1-258865849	3	2	1	0
S1-778955978	2	1	1	0
S1-5448537	3	2	1	1
S1-438834768	3	1	2	0
S1-397106589	4	2	2	0
S1-6989902	2	1	1	1
S1-697492404	2	1	1	0
S1-502461189	5	1	4	0
S1-305189703	4	2	2	0
S1-372486820	4	2	2	0
S1-354068386	4	1	3	1
S1-871451383	3	1	2	0
S1-374387221	0	0	0	1
S1-504511492	3	1	2	0
S1-170204807	3	1	2	0
S1-156584505	5	2	3	1
S1-168599179	3	1	2	0
S1-49929103	0	0	0	0
S1-204218779	3	2	1	0
S1-731756532	3	2	1	1
S1-388253939	4	3	1	1
S1-739797656	0	0	0	0
S1-878741225	3	0	3	0
S1-296846197	5	1	4	0
S1-7795629	3	1	2	1
S1-686120950	2	1	1	0
S1-296416408	6	2	4	1
S1-664522012	2	1	1	0
S1-68884361	2	2	0	0
S1-999290373	2	0	2	1
S1-623821600	1	0	1	0
S1-577549795	4	2	2	0
S1-302247650	3	1	2	1
S1-645978486	4	1	3	0
S1-191209328	3	1	2	1
S1-422492231	0	0	0	0
S1-467934474	3	1	2	0
S1-81062747	7	4	3	1
S1-900327331	3	1	2	0
S1-975237224	3	1	2	0
S1-558506358	4	2	2	0
S1-637622185	3	1	2	0
S1-357513875	1	0	1	0
S1-986116425	3	1	2	0
S1-510526081	2	1	1	0
S1-893597756	5	2	3	0
S1-68170645	6	3	3	0
S1-606686546	4	1	3	0
S1-403573726	2	1	1	1
S1-291316802	5	2	3	0
S1-760090876	1	1	0	1
S1-464962649	0	0	0	0
S1-95942870	4	2	2	0
S1-405518824	6	3	3	1
S1-140546152	1	1	0	0
S1-995217014	5	2	3	0
S1-833953203	2	0	2	0
S1-132366626	3	1	2	0
S1-873432650	5	1	4	0
S1-324887289	4	2	2	0
S1-489834584	5	2	3	0
S1-347905952	5	3	2	0
S1-603485049	5	0	5	1
S1-441822798	2	1	1	1
S1-732421623	5	2	3	0
S1-574964522	3	1	2	1
S1-658332645	5	3	2	0
S1-726365524	5	4	1	0
S1-42473343	7	4	3	0
S1-816766783	4	1	3	0
S1-216469697	6	4	2	0
S1-586182710	5	3	2	0
S1-413260815	5	1	4	0
S1-63735802	2	0	2	0
S1-902596297	2	1	1	0
S1-730101903	3	2	1	0
S1-908287291	0	0	0	0
S1-114792469	3	2	1	0
S1-408870056	3	2	1	0
S1-749322819	1	1	0	0
S1-185859119	4	1	3	0
S1-314821721	3	1	2	1
S1-266354645	4	2	2	0
S1-944380725	5	2	3	0
S1-725868315	4	2	2	0
S1-237539441	2	0	2	0
S1-773568270	3	3	0	0
S1-196339829	3	2	1	0
S1-875534396	4	3	1	1
S1-557732888	4	0	4	0
S1-887977818	4	1	3	0
S1-291421724	2	1	1	0
S1-864589867	3	1	2	1
S1-216370224	3	2	1	0
S1-703806829	6	3	3	0
S1-938031572	6	3	3	0
S1-315051350	3	1	2	1
S1-340323269	4	0	4	0
S1-237957646	3	2	1	0
S1-336626930	2	1	1	0
S1-746914207	5	1	4	1
S1-922633311	3	2	1	1
S1-821083139	4	2	2	0
S1-414089898	2	2	0	0
S1-415890823	0	0	0	0
S1-925528246	6	3	3	0
S1-386098369	1	0	1	0
S1-296323994	1	0	1	0
S1-34527295	2	1	1	0
S1-684988153	4	1	3	0
S1-230489986	1	1	0	0
S1-912545520	0	0	0	0
S1-524886672	1	1	0	0
S1-642425954	3	2	1	1
S1-358818786	4	2	2	0
S1-731936293	2	2	0	0
S1-579303289	0	0	0	0
S1-379634437	3	3	0	0
S1-252757889	4	2	2	0
S1-398819664	3	0	3	0
S1-633306696	3	2	1	0
S1-739458370	5	1	4	1
S1-986170634	5	2	3	1
S1-398237725	2	1	1	0
S1-98270836	0	0	0	0
S1-944099049	3	1	2	0
S1-624599785	3	2	1	0
S1-387583252	1	1	0	0
S1-792481942	3	1	2	0
S1-94595653	5	1	4	0
S1-883597351	2	1	1	1
S1-264272851	3	2	1	0
S1-654067557	6	2	4	0
S1-265244664	4	1	3	0
S1-708926186	3	1	2	0
S1-918056794	3	1	2	0
S1-366211348	6	3	3	0
S1-82342890	3	2	1	0
S1-507612742	5	2	3	0
S1-419290857	3	1	2	0
S1-478484278	2	1	1	0
S1-913479291	2	0	2	0
S1-691571759	3	2	1	0
S1-573601358	4	3	1	0
S1-954786563	5	4	1	0
S1-342130859	3	0	3	0
S1-468530861	6	3	3	0
S1-465559531	3	2	1	1
S1-185836464	1	0	1	0
S1-459822684	6	3	3	0
S1-918244351	5	1	4	1
S1-197973049	2	0	2	0
S1-643216782	3	2	1	0
S1-140307222	4	2	2	0
S1-77179764	3	1	2	0
